ticker,year,rebalance_date,close_reb_adj,vol_1y,max_1y,min_1y,sma_1y,sma_2y,volatility_1y
A,2000,2000-03-31,63.265,220099000.0,96.723,24.485,48.1193870967742,48.1193870967742,1.1884891711137648
A,2001,2001-03-30,18.694,847576400.0,74.215,18.25,35.40295634920635,38.75983430232559,0.9516150160781496
A,2002,2002-03-28,21.267,571608700.0,24.576,11.473,17.98224193548387,26.952406,0.5828283025863927
A,2003,2003-03-31,7.999,677176600.0,22.222,6.6,11.631501976284584,14.760364729458919,0.6560800980266958
A,2004,2004-03-31,19.241,653408900.0,22.806,8.352,15.060277777777777,13.314752475247527,0.34903264188103134
A,2005,2005-03-31,13.505,695043500.0,19.807,11.972,14.791569721115538,14.926190854870775,0.3521176723761274
A,2006,2006-03-31,22.842,773017100.0,23.068,12.41,18.319332015810275,16.562450396825398,0.2648040323601116
A,2007,2007-03-30,21.731,696310300.0,23.816,16.473,20.626059760956174,19.449593253968256,0.28379046565168636
A,2008,2008-03-31,19.241,670314700.0,26.059,18.848,23.12028685258964,21.871239520958085,0.28692345638550126
A,2009,2009-03-31,9.914,875609900.0,24.446,8.024,16.981557312252963,20.038742063492062,0.548710888969699
A,2010,2010-03-31,22.182,843409200.0,22.331,10.062,16.436380952380954,16.70950891089109,0.2987296335714826
A,2011,2011-03-31,28.884,912103900.0,30.155,17.396,22.8317233201581,19.64038415841584,0.3426621155743584
A,2012,2012-03-30,28.775,1041938900.0,33.915,18.964,26.648765873015876,24.736465346534654,0.47090023628842453
A,2013,2013-03-28,27.418,841201800.0,29.502,23.075,25.993928,26.323677290836653,0.2773697044047477
A,2014,2014-03-31,36.803,734259600.0,40.101,26.47,32.95308300395257,29.497323353293417,0.23601383779456303
A,2015,2015-03-31,38.288,548099411.0,39.252,34.271,37.27435317460318,35.109439603960396,0.20809775341418482
A,2016,2016-03-31,37.021,634019234.0,40.131,30.916,36.101442231075694,36.69114512922465,0.24039135739736983
A,2017,2017-03-31,49.773,508842164.0,50.804,36.577,43.3900395256917,39.76020238095238,0.20947172951454338
A,2018,2018-03-29,63.391,492241935.0,70.896,49.264,60.51776984126983,51.8863504950495,0.18504839389485975
A,2019,2019-03-29,76.876,610086568.0,78.426,58.067,65.37073705179283,62.93942942345924,0.2615849688626477
A,2020,2020-03-31,69.249,583391552.0,86.931,61.121,73.34277777777778,69.38213690476191,0.3563896605975266
A,2021,2021-03-31,123.601,420785448.0,126.498,66.638,99.9359007936508,86.63933928571429,0.26205746733608737
A,2022,2022-03-31,129.344,431305053.0,174.777,123.157,144.3837984189723,122.20385742574257,0.2340878301715621
A,2023,2023-03-31,136.097,385820153.0,156.482,110.338,132.57448207171313,138.50257142857143,0.3413284885575519
A,2024,2024-03-28,144.189,477578436.0,147.954,100.082,124.2998844621514,128.42391832669324,0.2629649575271608
A,2025,2025-03-31,116.726,433007106.0,153.485,116.437,136.4897529880478,130.379584,0.2633995988946833
AAL,2014,2014-03-31,34.499,979333056.0,36.78,23.188,30.462454545454545,30.462454545454545,0.3395881455261453
